name,pic_url,birth,season,team,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
손상대,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30003.jpg,1954,1983,삼성,0.125,10,10,8,0,1,1,0,0,2,0,0,0,2,0,5,0,0.250,0.300,1
손상대,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30003.jpg,1954,1984,삼성,0.333,6,3,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0.333,0.333,0
손상대,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30003.jpg,1954,1985,삼성,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1982,OB,0.252,80,299,274,29,69,14,2,4,99,38,12,6,15,2,15,5,0.361,0.296,25
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1983,OB,0.212,87,282,250,24,53,8,1,0,63,18,3,5,11,4,17,8,0.252,0.257,19
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1984,OB,0.208,66,142,130,13,27,1,0,3,37,20,2,3,4,3,13,6,0.285,0.248,7
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1985,OB,0.209,107,356,321,32,67,9,4,3,93,35,5,9,21,3,34,9,0.290,0.264,16
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1986,OB,0.270,100,367,330,31,89,8,2,2,107,37,8,2,17,8,27,6,0.324,0.321,31
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1987,OB,0.205,95,294,263,29,54,9,3,0,69,18,3,4,19,3,17,11,0.262,0.265,25
유지훤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30004.jpg,1955,1988,OB,0.201,95,267,239,15,48,5,3,0,59,21,5,1,19,0,18,9,0.247,0.259,14
천보성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40002.jpg,1953,1982,삼성,0.267,38,104,90,13,24,6,0,0,30,10,2,0,10,1,9,2,0.333,0.347,5
천보성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40002.jpg,1953,1983,삼성,0.247,71,199,174,23,43,8,1,6,71,25,3,1,16,1,17,2,0.408,0.314,4
천보성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40002.jpg,1953,1984,삼성,0.217,65,208,180,20,39,8,0,2,53,20,5,4,21,0,15,3,0.294,0.299,3
최정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40003.jpg,1955,1982,MBC,0.214,33,65,56,6,12,0,0,0,12,4,3,2,7,0,12,1,0.214,0.302,1
최정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40003.jpg,1955,1983,MBC,0.169,46,76,71,10,12,2,1,0,16,3,2,0,5,0,13,2,0.225,0.224,1
최정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40003.jpg,1955,1984,MBC,0.000,29,15,14,5,0,0,0,0,0,0,1,0,1,0,4,0,0.000,0.067,0
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1982,MBC,0.259,79,355,309,47,80,9,0,3,98,26,35,7,17,18,14,7,0.317,0.334,15
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1983,MBC,0.263,100,416,380,48,100,16,2,1,123,30,14,10,11,13,18,0,0.324,0.307,9
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1984,MBC,0.258,100,432,387,44,100,13,8,3,138,28,8,7,22,9,24,5,0.357,0.313,12
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1985,MBC,0.275,110,455,404,48,111,14,0,2,131,16,17,11,30,8,22,8,0.324,0.337,17
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1986,MBC,0.282,108,343,309,36,87,13,1,2,108,29,12,5,17,6,15,6,0.350,0.329,7
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1987,MBC,0.215,108,309,288,24,62,1,0,0,63,19,7,3,7,3,15,11,0.219,0.241,16
김인식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40006.jpg,1953,1988,MBC,0.144,57,100,90,13,13,1,0,0,14,6,6,3,3,3,2,1,0.156,0.198,3
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1983,OB,0.312,97,427,375,53,117,19,6,3,157,24,7,6,38,3,28,3,0.419,0.380,3
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1984,OB,0.306,100,315,271,35,83,11,2,7,119,37,9,5,26,5,18,5,0.439,0.377,1
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1985,OB,0.342,103,395,348,48,119,19,4,6,164,51,17,8,29,4,16,2,0.471,0.399,3
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1986,OB,0.259,92,372,320,47,83,11,2,6,116,28,12,8,35,5,20,2,0.363,0.341,2
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1987,OB,0.284,80,294,264,33,75,10,1,6,105,34,5,3,22,0,15,4,0.398,0.336,2
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1988,OB,0.262,103,381,336,34,88,11,1,3,110,36,11,5,33,1,20,6,0.327,0.328,1
박종훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1959,1989,OB,0.254,107,334,295,31,75,13,1,1,93,21,10,5,30,3,28,6,0.315,0.328,2
문상준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50007.jpg,2001,2022,KT,0.333,2,3,3,0,1,1,0,0,2,0,0,0,0,0,2,0,0.667,0.333,0
문상준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50007.jpg,2001,2023,KT,0.200,2,5,5,1,1,0,0,0,1,0,0,0,0,0,4,0,0.200,0.200,1
천성호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50054.jpg,1997,2020,KT,0.203,66,77,69,9,14,3,0,0,17,1,1,1,7,1,15,0,0.246,0.286,3
천성호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50054.jpg,1997,2021,KT,0.286,41,47,42,13,12,1,0,0,13,4,1,0,3,2,9,0,0.310,0.362,3
천성호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50054.jpg,1997,2024,KT,0.295,75,255,234,41,69,8,3,1,86,17,7,0,18,1,43,5,0.368,0.346,4
천성호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50054.jpg,1997,2025,KT,0.220,22,60,50,7,11,5,1,0,18,7,0,1,8,2,9,1,0.360,0.350,2
강현우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50066.jpg,2001,2020,KT,0.200,26,32,30,2,6,2,0,1,11,3,0,0,2,0,11,1,0.367,0.250,1
강현우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50066.jpg,2001,2023,KT,0.194,53,111,103,11,20,6,0,1,29,11,0,1,6,1,17,3,0.282,0.245,2
강현우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50066.jpg,2001,2024,KT,0.308,18,36,26,4,8,1,0,1,12,8,0,0,8,0,10,0,0.462,0.471,2
강현우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50066.jpg,2001,2025,KT,0.167,10,15,12,0,2,0,0,0,2,1,0,0,3,0,4,0,0.167,0.333,2
윤준혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50092.jpg,2001,2024,KT,0.176,13,18,17,3,3,2,0,0,5,0,0,0,1,0,6,0,0.294,0.222,1
윤준혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50092.jpg,2001,2025,KT,0.071,15,15,14,1,1,1,0,0,2,0,1,0,0,0,4,0,0.143,0.071,0
유영찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50106.jpg,1997,2024,LG,-,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
함창건,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50108.jpg,2001,2024,LG,0.143,15,17,14,3,2,0,0,0,2,0,0,0,2,0,3,1,0.143,0.250,0
함창건,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50108.jpg,2001,2025,LG,0.000,2,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
성재헌,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50109.jpg,1997,2024,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김수인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50115.jpg,1997,2024,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,1
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2020,LG,0.367,23,31,30,9,11,2,0,0,13,3,5,0,1,0,6,2,0.433,0.387,2
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2021,LG,0.100,8,12,10,2,1,0,0,0,1,0,0,0,1,1,2,0,0.100,0.250,2
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2022,LG,0.257,36,82,74,13,19,0,2,3,32,14,0,3,6,0,14,2,0.432,0.309,5
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2023,LG,0.205,27,45,44,8,9,0,0,1,12,6,2,1,1,0,12,5,0.273,0.222,5
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2024,롯데,0.317,102,430,398,70,126,26,4,18,214,78,7,4,17,9,65,6,0.538,0.354,14
손호영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50150.jpg,1994,2025,롯데,0.232,27,108,95,7,22,2,0,0,24,10,1,0,7,2,18,5,0.253,0.295,4
라모스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50165.jpg,1994,2020,LG,0.278,117,494,431,74,120,17,2,38,255,86,2,0,55,4,136,7,0.592,0.362,6
라모스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50165.jpg,1994,2021,LG,0.243,51,205,185,14,45,7,1,8,78,25,0,0,18,2,43,2,0.422,0.317,4
이주형,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50167.jpg,2001,2021,LG,0.125,14,19,16,3,2,0,0,0,2,0,2,1,1,1,7,0,0.125,0.222,0
이주형,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50167.jpg,2001,2023,키움,0.326,69,243,215,32,70,13,4,6,109,36,3,1,19,5,53,4,0.507,0.390,0
이주형,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50167.jpg,2001,2024,키움,0.266,115,537,473,82,126,19,3,13,190,60,6,0,49,14,119,4,0.402,0.352,3
이주형,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50167.jpg,2001,2025,키움,0.243,30,120,103,13,25,3,0,4,40,8,1,1,10,7,37,2,0.388,0.350,0
안권수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50202.jpg,1993,2020,두산,0.270,68,41,37,10,10,0,0,0,10,3,2,1,2,0,5,1,0.270,0.300,0
안권수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50202.jpg,1993,2021,두산,0.238,87,47,42,17,10,0,1,0,12,4,3,0,3,0,3,0,0.286,0.289,0
안권수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50202.jpg,1993,2022,두산,0.297,76,267,239,43,71,7,2,0,82,20,3,4,26,1,40,6,0.343,0.368,7
안권수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50202.jpg,1993,2023,롯데,0.269,95,309,268,42,72,6,1,2,86,29,16,7,30,1,40,4,0.321,0.341,3
권휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50203.jpg,2000,2020,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
권휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50203.jpg,2000,2021,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
권휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50203.jpg,2000,2024,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
박지훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50204.jpg,2000,2020,두산,0.000,10,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0
박지훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50204.jpg,2000,2021,두산,0.333,34,14,12,6,4,1,0,0,5,2,3,1,1,1,3,0,0.417,0.429,0
박지훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50204.jpg,2000,2023,두산,0.211,22,21,19,2,4,1,0,0,5,2,1,0,2,0,7,0,0.263,0.286,0
박지훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50204.jpg,2000,2025,두산,0.167,21,8,6,3,1,0,0,0,1,0,0,0,0,1,2,1,0.167,0.286,1
오명진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50208.jpg,2001,2020,두산,0.000,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
오명진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50208.jpg,2001,2021,두산,0.000,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
오명진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50208.jpg,2001,2024,두산,0.000,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.000,0.500,0
오명진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50208.jpg,2001,2025,두산,0.250,29,93,84,11,21,4,1,1,30,14,1,0,8,1,17,1,0.357,0.323,1
장규빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50244.jpg,2001,2024,두산,0.250,3,4,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0.250,0.250,0
양찬열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50293.jpg,1997,2020,두산,0.227,17,26,22,5,5,0,0,0,5,3,0,0,3,1,2,0,0.227,0.346,0
양찬열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50293.jpg,1997,2022,두산,0.244,41,94,82,15,20,4,0,3,33,12,0,0,11,0,23,2,0.402,0.333,1
양찬열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50293.jpg,1997,2023,두산,0.239,44,99,88,15,21,2,2,0,27,6,3,2,9,1,23,1,0.307,0.313,0
양찬열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50293.jpg,1997,2024,두산,0.125,11,12,8,2,1,0,0,0,1,1,0,0,4,0,1,0,0.125,0.417,0
조제영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50296.jpg,2001,2020,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
모터,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50300.jpg,1989,2020,키움,0.114,10,37,35,4,4,0,0,1,7,3,0,0,1,0,10,0,0.200,0.135,2
김병휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50304.jpg,2001,2020,키움,0.000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0
김병휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50304.jpg,2001,2021,키움,0.200,13,11,10,5,2,0,0,0,2,0,0,0,1,0,2,0,0.200,0.273,1
김병휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50304.jpg,2001,2023,키움,0.143,10,21,21,0,3,1,0,0,4,1,0,0,0,0,8,0,0.190,0.143,1
김병휘,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50304.jpg,2001,2024,키움,0.169,28,71,59,6,10,3,0,1,16,3,0,0,6,5,26,0,0.271,0.300,2
신준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50312.jpg,2001,2021,키움,0.167,56,51,42,7,7,3,0,0,10,4,0,1,4,3,21,1,0.238,0.280,5
신준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50312.jpg,2001,2022,키움,0.140,76,54,43,6,6,3,0,0,9,0,0,0,7,2,19,0,0.209,0.288,2
신준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50312.jpg,2001,2023,키움,0.111,24,19,18,4,2,0,0,0,2,0,0,0,0,1,5,0,0.111,0.158,2
신준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50312.jpg,2001,2024,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
러셀,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50350.jpg,1994,2020,키움,0.254,65,271,244,22,62,14,0,2,82,31,2,0,22,2,37,6,0.336,0.317,12
러셀,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/50350.jpg,1994,2023,키움,0.286,59,239,220,20,63,11,1,4,88,42,1,0,17,1,39,5,0.400,0.339,3
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2020,키움,0.250,13,25,24,0,6,2,0,0,8,1,0,1,1,0,10,0,0.333,0.280,1
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2021,키움,0.106,23,56,47,4,5,2,0,0,7,3,1,1,9,0,21,1,0.149,0.250,0
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2022,키움,0.224,21,57,49,4,11,1,1,0,14,3,0,0,8,0,18,1,0.286,0.333,0
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2023,키움,0.122,27,57,49,5,6,0,1,0,8,2,1,0,5,0,26,0,0.163,0.196,0
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2024,키움,0.102,25,59,49,5,5,2,0,0,7,1,2,0,10,0,17,1,0.143,0.254,0
박주홍,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50357.jpg,2001,2025,키움,0.219,34,83,73,6,16,2,0,2,24,8,6,0,8,0,28,1,0.329,0.293,0
김동혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50360.jpg,2001,2020,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김동혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50360.jpg,2001,2023,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
문찬종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50365.jpg,1991,2020,키움,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0
문찬종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50365.jpg,1991,2021,키움,0.143,13,17,14,0,2,0,0,0,2,1,0,0,3,0,4,1,0.143,0.294,0
김동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50393.jpg,1997,2021,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/50393.jpg,1997,2024,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
박관진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50397.jpg,1997,2021,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
박주혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50411.jpg,2001,2022,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2020,삼성,0.232,135,287,254,47,59,5,1,1,69,13,21,4,24,2,44,1,0.272,0.301,10
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2021,삼성,0.274,120,336,296,50,81,6,0,1,90,26,23,4,27,0,31,0,0.304,0.331,19
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2022,삼성,0.280,113,429,361,62,101,7,6,0,120,25,25,4,45,2,64,2,0.332,0.361,22
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2023,삼성,0.292,99,355,291,59,85,4,2,1,96,18,13,1,48,9,36,1,0.330,0.408,16
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2024,삼성,0.316,135,535,453,102,143,16,3,3,174,36,42,4,60,9,40,5,0.384,0.405,3
김지찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50458.jpg,2001,2025,삼성,0.354,18,74,65,18,23,3,1,0,28,6,7,0,7,2,5,0,0.431,0.432,0
살라디노,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50468.jpg,1989,2020,삼성,0.280,44,163,132,26,37,8,0,6,63,27,6,1,23,7,41,3,0.477,0.411,5
팔카,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50469.jpg,1991,2020,삼성,0.209,51,217,196,17,41,7,0,8,72,23,2,0,18,0,58,5,0.367,0.272,2
황성빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50500.jpg,1997,2022,롯데,0.294,102,353,320,62,94,12,4,1,117,16,10,12,22,2,55,2,0.366,0.341,7
황성빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50500.jpg,1997,2023,롯데,0.212,74,191,170,22,36,5,2,0,45,8,9,5,12,1,27,1,0.265,0.268,1
황성빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50500.jpg,1997,2024,롯데,0.320,125,406,366,94,117,15,8,4,160,26,51,10,31,2,56,3,0.437,0.375,4
황성빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50500.jpg,1997,2025,롯데,0.324,28,121,111,18,36,3,1,0,41,12,10,2,7,2,14,1,0.369,0.375,2
마차도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50506.jpg,1992,2020,롯데,0.280,144,560,486,79,136,31,1,12,205,67,15,1,54,8,60,20,0.422,0.356,10
마차도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50506.jpg,1992,2021,롯데,0.279,134,539,466,83,130,21,1,5,168,58,8,5,58,4,65,9,0.361,0.359,11
홍종표,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50600.jpg,2000,2020,KIA,0.250,40,88,80,7,20,3,0,0,23,7,0,2,4,0,13,1,0.288,0.282,0
