78 10
vector -0.093624696 0.03819679 0.048925117 -0.06420855 0.012157256 -0.02073856 0.0005414858 -0.09883615 0.026702812 -0.047540728
well 0.010936018 -0.015836328 0.021923985 -0.07883058 -0.027142733 0.026730068 0.053649608 -0.023922473 -0.095210366 0.04505763
any 0.0012714152 0.030603362 -0.06799115 -0.013773532 0.07681506 0.07378749 -0.035696384 0.0266602 -0.08358437 0.061761443
other -0.04626873 -0.03174651 0.093057685 0.008766653 0.074964024 -0.06056657 0.05177425 0.09921079 -0.084738255 -0.05130421
representations -0.07057029 -0.048629828 -0.037704404 -0.08531993 0.0795695 -0.04841861 0.08442781 0.05261233 -0.065684475 0.039457
limitations 0.054833427 -0.074350454 -0.07393375 -0.024690015 -0.08623298 -0.015711358 -0.0036670873 0.03304194 0.014150696 -0.00918274
creates -0.055839255 0.017254384 -0.008966003 0.06793338 0.0397372 0.04535009 0.014528503 -0.027081743 -0.043872986 -0.010307332
word2vec 0.014394856 -0.0264193 -0.07075617 -0.07803323 -0.091177486 -0.05935574 -0.018407261 -0.04318014 -0.0646645 -0.03724351
text 0.042894866 -0.037404362 0.08379616 0.01535535 -0.072428055 0.09434442 0.0763908 0.054975156 -0.06852258 0.058185592
that 0.040277954 0.051748116 0.042645723 0.019378899 -0.03171947 0.08374945 0.09674055 0.038135227 -0.028524397 -5.7453308e-05
library 0.012192316 -0.08458469 -0.082206875 -0.0023173173 0.012375258 -0.057430733 -0.047186106 -0.07346157 0.08323078 0.0011582606
powerful -0.044954408 0.056916144 0.09188274 -0.040908024 0.07966461 0.05388812 0.0591888 0.0053041545 0.08205849 -0.07025835
representation -0.08228811 0.093000166 -0.0018278324 -0.019672396 0.04608868 -0.040919136 0.027616324 0.069450915 0.060463008 -0.075239666
type 0.09385036 0.04670407 0.03971637 -0.062419787 0.08463746 -0.021496719 0.08836428 -0.053607326 -0.08135507 0.06824933
embeddings 0.016930772 -0.022033527 0.09537985 0.09501232 -0.09763956 0.02508196 0.06194626 0.038779255 0.019944234 0.004158391
study 0.0068135727 -0.038236875 -0.07119274 -0.020842025 0.039304834 0.08812411 0.09283327 -0.059690934 -0.09418326 0.09751885
field 0.034458008 0.05166003 0.062960654 -0.02804882 0.07333241 0.028272664 0.029051563 -0.02374051 -0.031571705 -0.023856625
exciting 0.042912766 0.00071226107 -0.0956758 -0.09668786 -0.061448913 -0.0012479684 0.020278418 0.09433774 0.055619568 -0.043062773
an 0.0029226437 0.04963734 0.07712201 -0.011378607 0.043341476 -0.058090378 -0.0077547906 0.08111175 -0.023836302 -0.096734166
language 0.057836615 -0.039350137 -0.012156257 0.0997917 -0.02249024 -0.047584474 -0.05316546 0.06989539 -0.057212114 0.021121603
platform -0.052365966 0.06113991 0.04385985 0.026111515 -0.01501153 -0.02734713 0.090630226 0.052359913 -0.02188964 -0.09505545
supports -0.07415368 -0.010693064 -0.007716155 -0.025672136 0.096902266 -0.004503758 0.059099913 -0.07448584 -0.025366517 -0.05573169
ram -0.071268685 0.012148852 -0.0715043 -0.022327209 0.037344076 0.05831967 0.012606593 0.021088986 -0.04159946 0.07188301
data -0.062911935 0.0464067 -0.08212756 0.020483933 -0.049659822 -0.04244352 -0.03068285 0.05671691 0.057755053 -0.049969167
support 0.0077642156 -0.08494871 0.07819872 0.09261452 -0.027360367 0.007969653 0.0075879055 0.054793134 -0.08621056 0.00578237
can 0.068717495 0.022329763 0.011253812 -0.09324937 0.08486287 -0.06265953 -0.02989957 0.034957975 -0.007740518 0.014081452
process 0.018077126 -0.06846337 -0.09720467 0.0904349 0.06232101 -0.069078125 0.0343504 0.002238968 0.04724771 -0.071406536
arbitrarily 0.040531762 0.043489467 0.09979469 -0.044670843 -0.013504605 -0.07320948 -0.09634055 -0.09049105 -0.010667677 -0.06536623
large 0.04877471 -0.061633755 0.025500126 0.0074556903 -0.03367959 -0.0097665 0.10059077 0.09185846 -0.045080204 0.09043227
corpora -0.056221124 0.059209082 -0.031011932 0.034350555 0.030276142 0.06906357 -0.023518002 0.08788222 0.075699925 -0.09561008
using -0.080037944 -0.076362126 0.029331636 -0.027941119 -0.06928979 -0.08132205 0.08324163 0.02000524 -0.093357116 -0.04799992
streamed 0.031478617 -0.047103237 0.05294057 -0.042374205 0.026537836 -0.08049061 0.062279347 0.048317898 0.007801289 0.029978402
python -0.08696745 0.021268105 -0.008486097 -0.09310424 -0.09410317 -0.013973178 0.045050632 0.03728366 -0.065380365 -0.06895954
algorithms -0.049851216 -0.022917632 -0.0723492 -0.09591464 -0.027307356 -0.083679706 -0.05999734 -0.056464385 -0.023658965 -0.017342992
there -0.08954171 -0.0073916083 0.08163452 0.07685306 -0.07197719 -0.036604088 0.031477753 -0.09563986 0.014596483 0.06507217
no 0.057476997 -0.08774478 -0.045108005 -0.08139867 0.0004841827 0.092650294 0.05994171 0.050707575 0.05041038 -0.032662757
dataset 0.09564569 -0.07379041 -0.07254252 -0.022404013 -0.007630639 -0.032093473 -0.005382875 0.07507971 -0.0074320557 -0.016640231
must 0.027634732 -0.08373174 0.07878943 0.08535944 -0.09565417 0.024606384 0.0997037 -0.076506354 -0.07002412 -0.07764441
fit 0.08407582 -0.006970719 0.09163115 -0.08142074 0.037520517 0.026389265 0.007758389 0.023119599 -0.0750392 -0.09382434
in 0.02367281 0.06133307 0.08001048 0.057385135 -0.007829376 0.08312428 -0.093006484 0.03403777 0.0025317431 0.03844446
business 0.07383613 -0.06723046 0.055891685 -0.095142916 -0.007955467 -0.08685117 -0.05085925 0.09289849 -0.01866679 0.029057657
see 0.090820506 0.08944498 -0.08181378 -0.030118227 0.09900232 0.05105306 -0.015438197 -0.086969204 0.029194955 -0.06700775
arrangements 0.08139528 -0.04455551 -0.010524777 0.010184967 -0.001767505 0.011562046 0.06151855 -0.00020440448 -0.03276041 -0.015316067
commercial 0.059106264 0.0150700705 -0.007202831 0.093457535 -0.04921021 -0.0083323065 0.09193204 0.067633905 0.014872594 -0.08891317
numpy 0.011813974 -0.02305045 0.09386135 0.0121026095 0.015060104 0.024226872 -0.0177923 -0.04980189 0.002011149 -0.020196704
all 0.06648847 0.08931592 -0.006418728 0.029745387 -0.060999073 0.01713523 -0.068190776 -0.086782925 -0.059618473 -0.090051785
code 0.07291152 -0.057829667 0.08274687 -0.07235983 0.034238223 0.09687899 -0.077410236 -0.0994017 -0.043420225 -0.026920859
hosted -0.0025496595 -0.08836194 -0.085977994 0.028065316 -0.08195356 -0.09059876 -0.022753665 -0.08619524 -0.07090301 -0.08434787
github -0.0026669977 -0.04584738 0.066577606 0.015384443 -0.033245735 0.061289042 -0.05919703 -0.046506595 -0.07288885 -0.04364317
under -0.017795885 0.06466371 -0.027543755 0.049369447 0.06935133 -0.074441984 0.04637259 0.06131437 -0.030199433 0.06603339
the 0.061281975 -0.06459877 -0.0673287 0.025676407 -0.016067037 -0.060695793 0.09560819 -0.051267378 -0.06611354 -0.001354096
gnu -0.026686085 0.0043189274 -0.035050284 -0.0040587885 -0.0070456974 0.008282474 0.08261976 -0.05727996 -0.01711217 0.05547935
lgpl 0.08199889 -0.044596333 0.09031108 0.08271947 -0.04421349 0.0032216087 0.043676924 -0.03927236 -0.05630896 -0.06569569
license -0.0065660146 -0.003007296 0.045055065 -0.024645504 -0.0015398336 0.024634572 0.04928963 -5.2739866e-05 -0.06394063 -0.093000636
maintained 0.00052097 0.066533506 0.014884809 -0.08944434 -0.07937112 0.06548873 -0.037359454 0.06262849 -0.06723907 0.084444135
by -0.06498111 0.03270564 -0.0102506075 -0.06763957 -0.032819368 -0.011600761 -0.054130264 -0.01207108 -0.07602877 0.026114978
its 0.09077039 -0.023831444 -0.00956496 0.03523231 0.08660895 -0.05918192 -0.068491764 -0.029261852 0.09118815 0.008376272
open -0.08674975 -0.014472191 0.09482309 -0.075479984 -0.053538762 0.09317167 -0.089638926 0.038274456 0.0065597594 0.06655795
community 0.083229214 -0.028582172 -0.039823823 0.08903232 0.021031376 0.06253348 -0.09412926 0.09596972 -0.013783686 -0.060611177
natural 0.029975375 -0.0045339344 0.04709918 -0.022815516 -0.04130303 0.022780223 0.083608225 -0.0499379 0.0266134 -0.07996062
